flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,outgoing_packets,tcp_syn_count,tcp_ack_count,tcp_psh_count,tcp_fin_count,tcp_rst_count,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14051,4209,9842,411,122,50,25,25,0,0,0,0,0,184,474.3082523345947,21.283864974975586,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14092,4092,10000,411,90,50,24,26,0,0,0,0,0,411,466.08686447143555,21.13938331604004,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13798,3980,9818,411,122,50,25,25,0,0,0,0,0,165,462.5709056854248,20.392179489135742,128,other
"('172.16.48.81', '52.123.151.91', 57382, 443, 6)",22167,13296,8871,1112,56,50,30,20,0,50,30,0,0,56,181204.86330986023,20281.413793563843,50,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17044,7759,9285,1262,86,50,27,23,0,0,0,0,0,182,442.52991676330566,19.518613815307617,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14068,3961,10107,411,125,50,25,25,0,0,0,0,0,166,480.53669929504395,20.661115646362305,128,other
"('172.16.28.9', '224.0.0.251', 5353, 5353, 17)",12841,12841,0,482,87,50,50,0,0,0,0,0,0,214,92182.7232837677,13231.009006500244,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15563,3522,12041,1262,86,50,23,27,0,0,0,0,0,403,455.07025718688965,20.412206649780273,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13733,3626,10107,411,97,50,25,25,0,0,0,0,0,411,494.0793514251709,21.260738372802734,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16217,1195,15022,411,79,50,9,41,0,0,0,0,0,403,701.2104988098145,21.582603454589844,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6504,2454,4050,194,90,50,15,35,0,0,0,0,0,122,5398.196220397949,635.7498168945312,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14837,2882,11955,411,90,50,19,31,0,0,0,0,0,163,563.2846355438232,21.56972885131836,128,other
"('172.16.0.1', '255.255.255.255', 67, 68, 17)",17100,17100,0,342,342,50,50,0,0,0,0,0,0,342,489208.23073387146,137156.49509429932,16,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16601,7818,8783,1262,86,50,27,23,0,0,0,0,0,95,416.640043258667,20.170927047729492,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19681,789,18892,1262,79,50,6,44,0,0,0,0,0,403,782.5424671173096,25.159358978271484,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14767,3854,10913,411,149,50,23,27,0,0,0,0,0,157,531.8737030029297,20.54286003112793,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13288,3043,10245,411,104,50,24,26,0,0,0,0,0,403,479.2773723602295,20.550012588500977,128,other
"('172.16.27.128', '224.0.0.251', 5353, 5353, 17)",15092,15092,0,647,133,50,50,0,0,0,0,0,0,194,796622.2629547119,340479.4669151306,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16308,2171,14137,411,79,50,15,35,0,0,0,0,0,403,694.0114498138428,21.47078514099121,64,other
"('172.16.29.16', '224.0.0.251', 5353, 5353, 17)",18435,18435,0,607,81,50,50,0,0,0,0,0,0,100,443888.87190818787,56790.41838645935,255,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",18944,16768,2176,1262,86,50,36,14,0,0,0,0,0,158,11592.291593551636,1086.8048667907715,115,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17254,8645,8609,1262,86,50,28,22,0,0,0,0,0,132,420.84765434265137,19.85025405883789,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13196,2694,10502,411,79,50,24,26,0,0,0,0,0,403,499.483585357666,21.89016342163086,128,other
"('172.16.35.37', '224.0.0.251', 5353, 5353, 17)",13460,13460,0,546,103,50,50,0,0,0,0,0,0,174,102896.51870727539,9578.672409057617,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15377,3024,12353,1262,86,50,21,29,0,0,0,0,0,403,438.8124942779541,20.928382873535156,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15961,1824,14137,411,79,50,15,35,0,0,0,0,0,403,690.1865005493164,21.825075149536133,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6536,2494,4042,194,90,50,15,35,0,0,0,0,0,138,5693.613767623901,694.7247982025146,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14386,8784,5602,1262,79,50,34,16,0,0,0,0,0,122,1354.7286987304688,493.17049980163574,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12298,4214,8084,411,103,50,30,20,0,0,0,0,0,403,577.3754119873047,26.924848556518555,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17322,2423,14899,1262,79,50,18,32,0,0,0,0,0,403,520.0469493865967,24.928808212280273,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13575,3879,9696,411,99,50,26,24,0,0,0,0,0,99,485.1558208465576,20.19214630126953,64,other
"('172.16.24.0', '172.16.48.81', 37132, 38858, 17)",6700,3334,3366,194,90,50,23,27,0,0,0,0,0,122,18869.36640739441,1069.3449974060059,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13227,2982,10245,411,102,50,24,26,0,0,0,0,0,146,494.5807456970215,20.8737850189209,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16999,8836,8163,1262,79,50,29,21,0,0,0,0,0,149,738.3177280426025,140.44547080993652,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13765,3947,9818,411,116,50,25,25,0,0,0,0,0,144,464.7657871246338,20.23792266845703,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16115,3049,13066,1262,86,50,22,28,0,0,0,0,0,121,436.89846992492676,21.0115909576416,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13485,2837,10648,411,79,50,23,27,0,0,0,0,0,98,504.15682792663574,24.608135223388672,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13719,3620,10099,411,101,50,25,25,0,0,0,0,0,403,480.771541595459,20.506620407104492,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14047,3948,10099,411,123,50,25,25,0,0,0,0,0,403,485.8696460723877,20.97153663635254,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6728,3078,3650,194,90,50,19,31,0,0,0,0,0,122,5990.145683288574,1051.1329174041748,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15507,6495,9012,1262,86,50,27,23,0,0,0,0,0,403,426.08141899108887,20.79296112060547,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14698,3078,11620,411,79,50,20,30,0,0,0,0,0,184,546.3685989379883,21.06952667236328,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15500,3451,12049,1262,86,50,23,27,0,0,0,0,0,411,439.45908546447754,19.776105880737305,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13206,3617,9589,411,86,50,25,25,0,0,0,0,0,119,475.98981857299805,20.82681655883789,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13345,3527,9818,411,109,50,25,25,0,0,0,0,0,146,463.1986618041992,20.905017852783203,128,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",19972,18100,1872,1262,86,50,38,12,0,0,0,0,0,114,11159.786939620972,1040.8408641815186,115,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12956,2849,10107,411,86,50,25,25,0,0,0,0,0,86,494.3070411682129,19.633769989013672,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",20792,6027,14765,1262,79,50,12,38,0,0,0,0,0,181,891.7677402496338,122.77507781982422,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13461,4571,8890,411,124,50,28,22,0,0,0,0,0,403,542.7005290985107,36.54885292053223,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6388,2032,4356,194,90,50,12,38,0,0,0,0,0,138,4221.063852310181,514.4076347351074,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14799,3276,11523,1262,86,50,23,27,0,0,0,0,0,126,417.9120063781738,20.56741714477539,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13165,3165,10000,411,86,50,24,26,0,0,0,0,0,86,465.64531326293945,21.094322204589844,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13469,2418,11051,411,79,50,22,28,0,0,0,0,0,403,519.7839736938477,21.248340606689453,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13578,3882,9696,411,102,50,26,24,0,0,0,0,0,102,483.31665992736816,20.830154418945312,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16951,7939,9012,1262,86,50,27,23,0,0,0,0,0,127,433.84408950805664,20.978212356567383,128,other
"('172.16.25.254', '224.0.0.251', 5353, 5353, 17)",16065,16065,0,584,81,50,50,0,0,0,0,0,0,559,702641.3698196411,142013.5715007782,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",18660,1206,17454,1262,79,50,9,41,0,0,0,0,0,112,705.8670520782471,22.22919464111328,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13231,3389,9842,411,106,50,25,25,0,0,0,0,0,159,473.7570285797119,20.691633224487305,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13557,3450,10107,411,86,50,25,25,0,0,0,0,0,99,494.0755367279053,20.276308059692383,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14567,1928,12639,411,79,50,18,32,0,0,0,0,0,135,622.1339702606201,20.885705947875977,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16164,6871,9293,1262,86,50,27,23,0,0,0,0,0,124,461.17281913757324,21.005868911743164,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12959,3520,9439,411,87,50,26,24,0,0,0,0,0,116,460.1750373840332,20.508527755737305,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15761,1531,14230,1262,79,50,17,33,0,0,0,0,0,403,540.1396751403809,21.514892578125,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6592,2794,3798,194,90,50,17,33,0,0,0,0,0,122,6248.127460479736,724.1330146789551,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19660,146,19514,411,122,50,1,49,0,0,0,0,0,403,939.1818046569824,25.57206153869629,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15445,2371,13074,411,86,50,17,33,0,0,0,0,0,403,620.8455562591553,20.874738693237305,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17287,6785,10502,1262,79,50,24,26,0,0,0,0,0,403,511.66510581970215,21.604299545288086,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13364,2740,10624,411,86,50,23,27,0,0,0,0,0,124,509.7646713256836,20.86329460144043,128,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",20004,17986,2018,1262,86,50,37,13,0,0,0,0,0,114,10851.25708580017,874.6464252471924,115,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19368,1001,18367,1262,79,50,8,42,0,0,0,0,0,403,761.4996433258057,24.34062957763672,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13631,3386,10245,411,118,50,24,26,0,0,0,0,0,403,479.7699451446533,24.42622184753418,128,other
"('172.16.24.0', '172.16.48.81', 37132, 38858, 17)",6580,3042,3538,194,90,50,21,29,0,0,0,0,0,118,18220.925092697144,1089.5576477050781,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15963,1415,14548,411,79,50,14,36,0,0,0,0,0,403,716.4430618286133,24.832487106323242,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6704,2932,3772,194,90,50,18,32,0,0,0,0,0,122,4614.442586898804,705.3928375244141,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17923,8421,9502,1262,86,50,25,25,0,0,0,0,0,411,680.3219318389893,45.42708396911621,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13793,3951,9842,411,126,50,25,25,0,0,0,0,0,411,476.0890007019043,20.740747451782227,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16058,1836,14222,1262,79,50,17,33,0,0,0,0,0,403,552.0501136779785,21.366596221923828,64,other
"('172.16.35.37', '239.255.255.250', 51270, 1900, 17)",8350,8350,0,167,167,50,50,0,0,0,0,0,0,167,160250.99420547485,9802.92010307312,1,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15689,1746,13943,411,79,50,14,36,0,0,0,0,0,403,1259.690523147583,433.16149711608887,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16585,7146,9439,1262,79,50,26,24,0,0,0,0,0,403,453.69505882263184,20.737171173095703,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14017,3918,10099,411,133,50,25,25,0,0,0,0,0,403,491.58763885498047,20.925521850585938,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15160,3257,11903,1262,86,50,24,26,0,0,0,0,0,403,443.3326721191406,20.711660385131836,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19440,329,19111,411,79,50,2,48,0,0,0,0,0,403,929.894208908081,21.697521209716797,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6504,2478,4026,194,90,50,15,35,0,0,0,0,0,122,5235.233545303345,937.7918243408203,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16620,7201,9419,1262,79,50,24,26,0,0,0,0,0,164,917.9000854492188,156.2197208404541,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12469,5069,7400,411,122,50,31,19,0,0,0,0,0,151,572.9165077209473,25.544404983520508,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15386,3080,12306,1262,86,50,23,27,0,0,0,0,0,403,459.0485095977783,21.425485610961914,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14165,4323,9842,411,122,50,25,25,0,0,0,0,0,403,462.1255397796631,21.063566207885742,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13847,3748,10099,411,91,50,25,25,0,0,0,0,0,198,481.5983772277832,20.208358764648438,128,other
"('172.16.26.70', '224.0.0.251', 5353, 5353, 17)",10978,10978,0,486,82,50,50,0,0,0,0,0,0,486,318296.6287136078,44954.6172618866,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13848,4030,9818,411,122,50,25,25,0,0,0,0,0,160,467.0374393463135,20.142793655395508,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16804,7511,9293,1262,86,50,27,23,0,0,0,0,0,122,446.8543529510498,20.22075653076172,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13718,3619,10099,411,90,50,25,25,0,0,0,0,0,159,489.97998237609863,20.668506622314453,128,other
"('172.16.43.154', '224.0.0.251', 5353, 5353, 17)",5150,5150,0,103,103,50,50,0,0,0,0,0,0,103,1220429.3086528778,60031.19730949402,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13832,4089,9743,411,90,50,24,26,0,0,0,0,0,403,440.2148723602295,20.04694938659668,128,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",20016,17998,2018,1262,86,50,37,13,0,0,0,0,0,130,11211.23480796814,1080.4972648620605,128,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14562,2659,11903,1262,86,50,24,26,0,0,0,0,0,86,453.2303810119629,20.9808349609375,64,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6500,2454,4046,194,90,50,15,35,0,0,0,0,0,122,5160.9787940979,779.6251773834229,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14831,3255,11576,411,79,50,20,30,0,0,0,0,0,403,540.0409698486328,20.62511444091797,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13847,3748,10099,411,124,50,25,25,0,0,0,0,0,403,495.50938606262207,20.956754684448242,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15551,6515,9036,1262,86,50,27,23,0,0,0,0,0,403,422.55640029907227,20.920991897583008,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14775,3467,11308,411,79,50,22,28,0,0,0,0,0,403,552.1175861358643,20.734786987304688,64,other
"('172.16.24.12', '224.0.0.251', 5353, 5353, 17)",13145,13145,0,564,96,50,50,0,0,0,0,0,0,185,54481.451988220215,8482.02109336853,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13477,4161,9316,411,90,50,25,25,0,0,0,0,0,163,438.2760524749756,20.368337631225586,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15437,3131,12306,1262,86,50,23,27,0,0,0,0,0,403,460.13784408569336,20.44081687927246,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14229,4130,10099,411,138,50,25,25,0,0,0,0,0,144,485.56065559387207,20.808696746826172,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13419,3577,9842,411,112,50,25,25,0,0,0,0,0,147,465.56711196899414,20.7674503326416,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14084,3985,10099,411,132,50,25,25,0,0,0,0,0,174,494.248628616333,19.761323928833008,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16159,7246,8913,1262,86,50,26,24,0,0,0,0,0,117,414.34764862060547,25.532007217407227,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13749,3650,10099,411,100,50,25,25,0,0,0,0,0,173,495.14198303222656,19.99497413635254,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6472,2422,4050,194,90,50,15,35,0,0,0,0,0,146,5032.706737518311,687.7222061157227,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15685,3636,12049,1262,86,50,23,27,0,0,0,0,0,403,445.53089141845703,21.672487258911133,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13152,3456,9696,411,86,50,26,24,0,0,0,0,0,403,467.87071228027344,20.913124084472656,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12694,2595,10099,411,79,50,25,25,0,0,0,0,0,114,503.80563735961914,21.004676818847656,64,other
"('172.16.24.0', '172.16.48.81', 37132, 38858, 17)",6640,3164,3476,194,90,50,22,28,0,0,0,0,0,122,17468.44244003296,1077.3029327392578,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14001,3780,10221,411,86,50,24,26,0,0,0,0,0,175,486.8454933166504,21.17776870727539,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17993,8700,9293,1262,86,50,27,23,0,0,0,0,0,403,439.2814636230469,20.01667022705078,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13300,3458,9842,411,116,50,25,25,0,0,0,0,0,403,475.7354259490967,20.807504653930664,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15545,2532,13013,1262,79,50,20,30,0,0,0,0,0,403,491.9145107269287,25.436878204345703,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14096,3464,10632,411,110,50,23,27,0,0,0,0,0,411,500.69618225097656,20.911693572998047,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15148,2220,12928,411,79,50,18,32,0,0,0,0,0,411,630.1956176757812,21.018266677856445,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",22363,5654,16709,1262,86,50,8,42,0,0,0,0,0,148,807.5258731842041,21.366119384765625,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6644,2704,3940,194,90,50,16,34,0,0,0,0,0,146,5388.846635818481,734.8620891571045,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12981,3163,9818,411,86,50,25,25,0,0,0,0,0,94,476.5446186065674,20.288467407226562,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15359,2247,13112,1262,79,50,21,29,0,0,0,0,0,97,510.14256477355957,20.49088478088379,64,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",18896,16720,2176,1262,86,50,36,14,0,0,0,0,0,1262,11784.769535064697,1086.7748260498047,128,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",16174,1077,15097,411,79,50,12,38,0,0,0,0,0,411,718.4879779815674,24.33013916015625,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17447,1394,16053,411,90,50,9,41,0,0,0,0,0,165,765.3577327728271,24.605751037597656,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17305,8696,8609,1262,86,50,28,22,0,0,0,0,0,135,418.881893157959,19.744157791137695,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13862,3360,10502,411,114,50,24,26,0,0,0,0,0,403,500.03790855407715,21.309375762939453,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13325,3985,9340,411,90,50,25,25,0,0,0,0,0,164,454.10776138305664,20.1265811920166,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",15467,3260,12207,1262,86,50,22,28,0,0,0,0,0,128,445.83582878112793,19.91748809814453,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13514,3696,9818,411,115,50,25,25,0,0,0,0,0,403,458.97984504699707,22.443056106567383,128,other
"('172.16.23.176', '224.0.0.251', 5353, 5353, 17)",14742,14742,0,541,103,50,50,0,0,0,0,0,0,330,150797.31345176697,10487.349033355713,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13657,3558,10099,411,91,50,25,25,0,0,0,0,0,403,479.8307418823242,21.065235137939453,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6504,2600,3904,194,90,50,16,34,0,0,0,0,0,90,5664.052248001099,888.002872467041,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",17091,5953,11138,1262,79,50,21,29,0,0,0,0,0,106,962.623119354248,321.0000991821289,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",13700,2795,10905,411,79,50,23,27,0,0,0,0,0,403,520.1570987701416,20.89238166809082,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",21410,146,21264,1262,86,50,1,49,0,0,0,0,0,403,819.0348148345947,21.168231964111328,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19660,122,19538,411,122,50,1,49,0,0,0,0,0,403,939.1961097717285,25.292634963989258,128,other
"('172.16.27.252', '224.0.0.251', 5353, 5353, 17)",13109,13109,0,568,172,50,50,0,0,0,0,0,0,172,175850.1377105713,11188.905477523804,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",18817,6751,12066,1262,79,50,18,32,0,0,0,0,0,86,666.0647392272949,27.614355087280273,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",14350,2228,12122,411,79,50,20,30,0,0,0,0,0,403,575.089693069458,24.019718170166016,128,other
"('172.16.48.81', '52.123.159.130', 62815, 443, 6)",6827,4087,2740,1324,54,50,18,32,0,50,33,0,0,1312,592528.5151004791,39793.99299621582,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",20199,268,19931,1262,79,50,2,48,0,0,0,0,0,403,1820.4593658447266,971.5695381164551,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6664,2826,3838,194,90,50,17,33,0,0,0,0,0,90,5796.155214309692,919.6615219116211,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",21945,5256,16689,1262,79,50,6,44,0,0,0,0,0,403,820.4624652862549,40.007829666137695,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",20073,2011,18062,1262,86,50,13,37,0,0,0,0,0,250,630.9506893157959,21.135330200195312,128,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",20012,17982,2030,1262,86,50,37,13,0,0,0,0,0,1262,12203.943967819214,1016.5579319000244,115,signalling
"('172.16.34.56', '224.0.0.251', 5353, 5353, 17)",14326,14326,0,460,152,50,50,0,0,0,0,0,0,214,192287.03618049622,15282.672643661499,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",12684,2455,10229,411,79,50,24,26,0,0,0,0,0,411,480.75246810913086,20.77937126159668,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19660,122,19538,411,122,50,1,49,0,0,0,0,0,411,940.5848979949951,21.340608596801758,128,other
"('172.16.28.9', '224.0.0.251', 5353, 5353, 17)",7772,7772,0,482,87,50,50,0,0,0,0,0,0,87,64986.72652244568,2010.3247165679932,255,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",23309,5134,18175,1262,86,50,5,45,0,0,0,0,0,403,883.8980197906494,25.55680274963379,128,other
"('172.16.24.0', '172.16.48.81', 37132, 38858, 17)",6640,3188,3452,194,90,50,22,28,0,0,0,0,0,118,18963.231325149536,1055.8271408081055,64,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",21061,146,20915,1262,86,50,1,49,0,0,0,0,0,403,881.0830116271973,21.365642547607422,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6568,2656,3912,194,90,50,16,34,0,0,0,0,0,118,4944.246530532837,590.8079147338867,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19660,122,19538,411,122,50,1,49,0,0,0,0,0,403,939.8524761199951,25.18153190612793,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",22269,5280,16989,1262,86,50,6,44,0,0,0,0,0,403,794.8429584503174,21.498680114746094,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",20900,372,20528,1262,86,50,2,48,0,0,0,0,0,403,859.7574234008789,21.246671676635742,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19660,146,19514,411,122,50,1,49,0,0,0,0,0,403,941.1242008209229,21.1489200592041,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",23317,5134,18183,1262,86,50,5,45,0,0,0,0,0,403,880.1617622375488,21.189212799072266,128,other
"('172.16.24.0', '172.16.48.81', 27396, 61983, 17)",6684,2826,3858,194,90,50,17,33,0,0,0,0,0,178,5157.99355506897,653.984785079956,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",20897,518,20379,1262,79,50,3,47,0,0,0,0,0,403,1560.9564781188965,780.3030014038086,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",19142,122,19020,411,90,50,1,49,0,0,0,0,0,403,899.9807834625244,21.753311157226562,128,other
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",22598,5510,17088,1262,86,50,7,43,0,0,0,0,0,122,839.6756649017334,21.569013595581055,128,other
"('172.16.48.81', '48.208.208.104', 24761, 3478, 17)",17796,15620,2176,1262,86,50,36,14,0,0,0,0,0,114,11592.46301651001,1093.9688682556152,115,voice
"('172.16.24.0', '172.16.48.81', 9431, 7391, 17)",21599,0,21599,1262,86,50,0,50,0,0,0,0,0,403,920.0260639190674,21.48270606994629,128,other
