flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54447,38577,15870,1239,119,50,36,1150,112.72883415222168,48.7973690032959,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53749,34616,19133,1201,119,50,32,1187,82.01718330383301,44.81816291809082,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54293,27855,26438,1214,119,50,26,1165,74.37014579772949,34.26527976989746,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52176,39075,13101,1217,114,50,37,1193,94.74730491638184,40.35639762878418,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53758,29606,24152,1237,119,50,28,1201,116.14274978637695,50.05979537963867,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9593,0,9593,205,168,50,0,199,979.9535274505615,25.792837142944336,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55379,44085,11294,1241,119,50,40,1185,105.3471565246582,40.08746147155762,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53044,28494,24550,1185,119,50,27,1163,80.38735389709473,43.59698295593262,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54174,24801,29373,1233,119,50,24,1187,77.20732688903809,34.01350975036621,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53208,41415,11793,1193,119,50,39,1193,120.99337577819824,49.24774169921875,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52291,31943,20348,1217,119,50,31,1175,120.02253532409668,50.015926361083984,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53854,31115,22739,1215,119,50,29,1186,94.96212005615234,44.86274719238281,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52705,41030,11675,1186,119,50,38,1137,119.23885345458984,50.513505935668945,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54973,30696,24277,1239,119,50,28,1239,67.96813011169434,44.4793701171875,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9462,114,9348,205,114,50,1,173,945.4681873321533,27.741432189941406,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53622,32883,20739,1232,119,50,30,1223,129.15754318237305,39.58845138549805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51915,33551,18364,1223,114,50,34,1157,92.43440628051758,40.14325141906738,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55235,39910,15325,1219,119,50,36,1210,111.75656318664551,48.75063896179199,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53881,25512,28369,1210,119,50,24,214,105.1173210144043,39.324045181274414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53087,28887,24200,1216,119,50,28,1196,100.42810440063477,56.63013458251953,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55021,44133,10888,1232,119,50,40,1166,88.34600448608398,35.90250015258789,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53542,42947,10595,1233,119,50,39,135,103.71208190917969,35.16268730163574,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54394,30893,23501,1202,119,50,29,1133,95.78871726989746,31.59356117248535,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54695,34727,19968,1224,119,50,31,1196,94.51866149902344,33.5230827331543,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55589,42665,12924,1230,119,50,38,1171,85.70623397827148,46.296119689941406,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9243,114,9129,214,114,50,1,196,944.7634220123291,26.070117950439453,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53266,41570,11696,1232,119,50,39,119,115.6306266784668,43.21908950805664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55335,28328,27007,1242,119,50,26,1242,75.53529739379883,29.384136199951172,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53448,25820,27628,1242,114,50,25,1239,122.92838096618652,37.68658638000488,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53674,40335,13339,1233,119,50,38,1190,127.47383117675781,46.10800743103027,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55031,24272,30759,1231,119,50,23,1217,84.55276489257812,29.637575149536133,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50384,29335,21049,1171,119,50,30,1136,103.21044921875,34.873247146606445,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53145,33456,19689,1204,119,50,31,1137,74.46455955505371,45.38106918334961,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52672,39644,13028,1216,119,50,38,1120,140.1519775390625,38.11907768249512,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53300,29439,23861,1196,119,50,28,119,90.68417549133301,32.67550468444824,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9552,114,9438,210,114,50,1,182,945.0349807739258,25.43044090270996,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55513,39912,15601,1216,119,50,35,1174,104.2640209197998,41.12076759338379,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53339,32815,20524,1219,119,50,32,1176,111.16385459899902,39.88480567932129,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53431,32476,20955,1224,119,50,31,1209,97.54800796508789,40.4057502746582,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52279,25251,27028,1233,114,50,25,1149,128.14688682556152,25.480270385742188,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51994,32279,19715,1195,119,50,32,1194,94.19369697570801,27.992725372314453,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51631,27349,24282,1226,119,50,28,1134,95.855712890625,30.966758728027344,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53538,28718,24820,1213,119,50,26,1159,111.6490364074707,49.300432205200195,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52338,35351,16987,1231,119,50,35,1104,103.24931144714355,30.869245529174805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54098,32167,21931,1224,119,50,30,1224,107.03229904174805,35.63046455383301,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53707,33069,20638,1231,119,50,31,1179,128.47304344177246,44.02923583984375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56027,36623,19404,1234,119,50,33,1234,76.11823081970215,35.015106201171875,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52251,30837,21414,1234,119,50,30,119,124.47547912597656,39.26515579223633,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51286,38381,12905,1190,119,50,36,1190,125.34880638122559,33.739328384399414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52563,27493,25070,1190,114,50,28,1177,85.14165878295898,25.548934936523438,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8105,2940,5165,262,91,50,16,192,1540.7452583312988,655.0083160400391,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52545,33858,18687,1209,119,50,32,1146,118.35265159606934,25.65479278564453,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52661,36743,15918,1226,119,50,35,1157,96.43363952636719,35.56108474731445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54206,34419,19787,1242,119,50,32,1226,134.98187065124512,39.56198692321777,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54154,34715,19439,1217,119,50,32,1215,98.31619262695312,31.76116943359375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55095,29070,26025,1234,119,50,27,1234,71.29836082458496,30.76958656311035,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52037,29733,22304,1186,119,50,29,1173,105.61060905456543,29.32572364807129,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53685,44068,9617,1187,119,50,41,1132,98.55127334594727,44.107913970947266,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54052,31535,22517,1232,119,50,29,1157,111.00101470947266,34.45863723754883,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53489,34437,19052,1183,119,50,33,1168,90.02923965454102,38.416147232055664,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9187,9029,158,204,114,50,49,194,939.3389225006104,22.725343704223633,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51909,27251,24658,1234,114,50,27,1181,116.30415916442871,31.61025047302246,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54812,31795,23017,1211,119,50,29,1211,79.1471004486084,26.810884475708008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54549,34934,19615,1231,119,50,33,1123,130.91778755187988,36.05055809020996,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55398,28577,26821,1232,119,50,26,1209,74.64838027954102,25.87294578552246,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53295,37463,15832,1209,119,50,36,119,123.92926216125488,39.2916202545166,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55282,31379,23903,1213,119,50,28,1195,71.05398178100586,35.986900329589844,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51760,39255,12505,1225,119,50,38,135,115.72575569152832,32.47785568237305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53608,27004,26604,1235,119,50,27,119,129.07719612121582,34.183502197265625,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8690,8532,158,214,90,50,49,158,860.2089881896973,23.656368255615234,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53790,31822,21968,1238,119,50,29,1238,63.538312911987305,24.271249771118164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53142,30099,23043,1238,119,50,29,127,142.68040657043457,60.46342849731445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52822,31053,21769,1232,119,50,30,1232,68.0077075958252,25.780439376831055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54995,32898,22097,1232,114,50,31,1165,100.64125061035156,60.49346923828125,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54585,42772,11813,1231,119,50,38,135,88.43588829040527,35.150766372680664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53512,32803,20709,1183,119,50,31,1176,101.50790214538574,37.3835563659668,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54093,37293,16800,1214,119,50,34,1152,106.26840591430664,36.12184524536133,116,video
"('172.16.48.81', '52.114.112.71', 50052, 3481, 17)",6872,2836,4036,158,114,50,24,158,21328.619241714478,1106.1203479766846,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56323,37053,19270,1232,119,50,33,1179,116.10889434814453,49.62277412414551,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54341,28014,26327,1222,119,50,26,1121,78.8733959197998,44.29292678833008,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54248,40567,13681,1233,119,50,38,1116,123.65317344665527,48.43282699584961,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55391,26314,29077,1233,119,50,24,1233,90.93499183654785,55.143117904663086,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52804,41795,11009,1233,119,50,39,1210,119.24457550048828,33.759355545043945,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8477,8057,420,262,79,50,48,174,1184.3016147613525,260.1428031921387,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53766,34501,19265,1210,119,50,33,1156,85.36744117736816,44.16179656982422,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51366,33956,17410,1217,78,50,33,1184,109.92693901062012,40.659427642822266,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51899,36279,15620,1211,114,50,35,1211,140.65098762512207,55.529117584228516,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55068,29258,25810,1231,119,50,27,1179,80.54065704345703,33.59055519104004,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52925,30817,22108,1223,119,50,30,1177,139.32108879089355,51.24044418334961,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54442,43520,10922,1200,119,50,40,1132,114.27807807922363,49.837589263916016,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53019,25231,27788,1232,119,50,25,1101,91.30311012268066,45.442819595336914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51105,29832,21273,1204,119,50,30,1204,119.70877647399902,40.389060974121094,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9125,8967,158,207,114,50,49,189,942.2752857208252,24.239540100097656,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54018,32641,21377,1222,119,50,30,1159,124.27425384521484,44.32988166809082,116,video
"('172.16.48.81', '52.114.112.71', 50044, 3481, 17)",7068,3156,3912,182,114,50,26,114,21190.874576568604,1098.170280456543,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54069,33799,20270,1203,119,50,31,1175,127.8996467590332,36.80777549743652,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53426,31248,22178,1234,119,50,30,1234,88.4408950805664,27.986526489257812,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54739,26143,28596,1234,119,50,24,1174,105.1950454711914,41.86820983886719,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51130,40549,10581,1224,114,50,39,1201,114.7909164428711,45.146942138671875,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52824,31812,21012,1225,119,50,31,1210,97.79644012451172,37.92881965637207,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54400,31357,23043,1223,119,50,29,1223,123.22020530700684,48.20847511291504,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55371,36444,18927,1223,119,50,33,1200,83.04476737976074,35.57443618774414,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52440,31975,20465,1202,119,50,31,1169,129.0724277496338,43.5328483581543,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55484,31056,24428,1241,119,50,29,1224,70.30057907104492,38.384437561035156,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8995,8837,158,194,114,50,49,182,940.356969833374,23.79584312438965,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53572,30379,23193,1224,119,50,28,1156,176.57780647277832,56.24890327453613,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55065,44519,10546,1227,119,50,40,1188,43.647050857543945,18.49818229675293,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52896,31353,21543,1200,119,50,30,1165,119.2619800567627,32.659292221069336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54186,32127,22059,1232,119,50,30,1232,118.12067031860352,49.498796463012695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53525,33272,20253,1232,119,50,31,1224,101.22251510620117,35.73727607727051,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53664,27794,25870,1224,114,50,26,1164,85.2346420288086,25.79045295715332,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52981,33293,19688,1217,119,50,32,1211,131.58154487609863,46.617746353149414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53597,33981,19616,1222,119,50,33,1160,97.79977798461914,40.89069366455078,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9015,8857,158,214,114,50,49,180,921.3743209838867,23.3457088470459,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54744,39385,15359,1227,119,50,35,1203,96.72403335571289,31.631946563720703,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53715,38912,14803,1223,119,50,36,135,134.14716720581055,40.01784324645996,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53938,31358,22580,1218,119,50,30,1211,103.73878479003906,45.07803916931152,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54213,29762,24451,1211,119,50,27,1132,94.22469139099121,31.70466423034668,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53346,39799,13547,1240,119,50,38,1113,110.89539527893066,36.85474395751953,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52561,29619,22942,1231,119,50,28,1231,84.95259284973145,27.46891975402832,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52696,35193,17503,1231,119,50,33,1216,145.4324722290039,47.33610153198242,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53468,29536,23932,1216,114,50,29,1162,65.50383567810059,19.78588104248047,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52183,32949,19234,1190,119,50,32,1190,124.7093677520752,32.44161605834961,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8772,8614,158,200,114,50,49,181,959.937572479248,41.06545448303223,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51693,34661,17032,1192,119,50,34,1148,120.55611610412598,40.34566879272461,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55646,29933,25713,1233,119,50,27,1212,86.41219139099121,31.063318252563477,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55412,36012,19400,1224,119,50,33,1136,83.65035057067871,30.584096908569336,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53123,30839,22284,1212,119,50,29,1158,110.13126373291016,35.49051284790039,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52769,37259,15510,1200,119,50,36,1169,108.97159576416016,30.504226684570312,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54987,30658,24329,1231,119,50,28,1154,97.93210029602051,35.58611869812012,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52527,36950,15577,1204,119,50,36,1128,113.20042610168457,35.294294357299805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54470,29957,24513,1242,119,50,28,1205,85.89911460876465,39.42728042602539,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55403,33451,21952,1210,119,50,30,1198,108.89577865600586,38.61355781555176,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52237,39849,12388,1214,114,50,38,1214,76.5385627746582,24.210453033447266,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8677,8519,158,200,150,50,49,155,959.2487812042236,22.89271354675293,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54651,31931,22720,1214,119,50,30,1132,75.26230812072754,34.3012809753418,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53007,35274,17733,1228,119,50,33,1214,117.36178398132324,32.95135498046875,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55204,32256,22948,1225,119,50,30,1169,91.31217002868652,27.609586715698242,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53604,36514,17090,1215,119,50,34,1169,116.6989803314209,31.83579444885254,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53844,25165,28679,1211,119,50,25,1192,91.08328819274902,54.9626350402832,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52329,33457,18872,1200,119,50,32,119,126.45125389099121,43.85256767272949,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51698,35530,16168,1164,119,50,34,1146,101.23825073242188,24.539470672607422,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52300,30606,21694,1235,119,50,30,1235,143.60737800598145,34.568071365356445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54427,27805,26622,1235,119,50,27,1153,106.43982887268066,39.64591026306152,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54313,37738,16575,1233,119,50,35,1233,69.1072940826416,24.071216583251953,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50751,30124,20627,1226,114,50,30,1156,130.44261932373047,34.15036201477051,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53990,27108,26882,1240,119,50,26,1169,119.97747421264648,35.53581237792969,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54806,38481,16325,1218,119,50,34,1189,109.35235023498535,55.7856559753418,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55055,47603,7452,1220,119,50,43,1154,66.49136543273926,38.15722465515137,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51426,32425,19001,1201,119,50,32,1151,99.4715690612793,34.998178482055664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53115,34239,18876,1209,119,50,32,1181,121.40274047851562,50.754547119140625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51078,30245,20833,1237,119,50,31,135,125.44393539428711,24.608850479125977,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54472,30468,24004,1214,119,50,29,1145,88.0126953125,29.631853103637695,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54528,40738,13790,1238,119,50,37,1197,95.31950950622559,42.74606704711914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53841,26385,27456,1226,119,50,25,1129,95.47996520996094,39.644718170166016,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49992,30799,19193,1239,114,50,32,119,129.02426719665527,30.859708786010742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53860,41844,12016,1229,119,50,38,1227,106.15754127502441,37.868499755859375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53228,35897,17331,1231,119,50,35,1098,125.78153610229492,55.573225021362305,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52264,28837,23427,1176,119,50,28,1176,123.87585639953613,47.71876335144043,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8609,1848,6761,262,79,50,13,139,2589.704751968384,819.5922374725342,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54480,35733,18747,1235,119,50,33,1235,77.3012638092041,60.39547920227051,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52748,42063,10685,1232,119,50,40,1207,137.45474815368652,62.48641014099121,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55061,29219,25842,1233,119,50,26,1187,125.43225288391113,59.05771255493164,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53395,33701,19694,1211,119,50,31,1192,79.15186882019043,29.796838760375977,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54574,36466,18108,1221,119,50,33,1156,120.09859085083008,40.09127616882324,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51757,36025,15732,1226,114,50,35,1147,105.65614700317383,46.13018035888672,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53041,32617,20424,1205,119,50,31,1204,110.7947826385498,34.986257553100586,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53784,30713,23071,1242,119,50,29,1168,120.34797668457031,41.58902168273926,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54214,40693,13521,1223,119,50,38,1184,97.97430038452148,29.877901077270508,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52822,31938,20884,1218,119,50,31,1218,113.16251754760742,39.96157646179199,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51860,28154,23706,1218,119,50,28,1187,126.34539604187012,38.271427154541016,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55493,29897,25596,1229,119,50,28,1158,72.56412506103516,40.51375389099121,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51155,34532,16623,1162,119,50,34,119,117.7816390991211,39.75248336791992,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53328,29225,24103,1203,119,50,28,1203,80.9175968170166,43.67804527282715,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52369,25146,27223,1203,119,50,26,1161,99.09892082214355,36.33379936218262,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54553,30250,24303,1233,119,50,28,119,100.04568099975586,41.04208946228027,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49960,39559,10401,1233,114,50,39,1223,116.02973937988281,37.36591339111328,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52542,27884,24658,1226,119,50,26,1113,150.87413787841797,62.216997146606445,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8773,4434,4339,214,91,50,24,198,1915.863275527954,829.0092945098877,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53747,42433,11314,1200,119,50,39,1200,64.52679634094238,28.615236282348633,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53809,46305,7504,1232,119,50,43,1227,123.74567985534668,52.03580856323242,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51879,34691,17188,1241,119,50,33,1169,143.3858871459961,41.73612594604492,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54733,34848,19885,1219,119,50,32,1208,112.79916763305664,42.00601577758789,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9709,4482,5227,262,177,50,24,206,481.7187786102295,21.361112594604492,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52848,26353,26495,1229,119,50,26,1203,110.3062629699707,43.88761520385742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54915,32615,22300,1227,119,50,30,1180,89.78605270385742,39.534568786621094,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53879,41490,12389,1226,119,50,39,1204,139.27412033081055,44.73757743835449,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53518,25639,27879,1227,114,50,24,114,101.21583938598633,36.09490394592285,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8982,4484,4498,214,141,50,25,153,484.76672172546387,21.297454833984375,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53410,38637,14773,1214,119,50,36,1214,90.15989303588867,43.85089874267578,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54680,34609,20071,1214,119,50,32,1152,120.22161483764648,60.3938102722168,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54380,26019,28361,1241,119,50,25,1181,65.90509414672852,34.60264205932617,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54679,41255,13424,1222,119,50,37,1222,126.96218490600586,38.61355781555176,116,video
