flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48172,29728,18444,1197,119,50,28,1197,99.97248649597168,39.424896240234375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53736,36360,17376,1239,114,50,33,1200,80.69443702697754,23.272037506103516,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53871,33692,20179,1220,119,50,32,1134,113.27934265136719,24.234533309936523,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46085,24545,21540,1212,119,50,24,1154,101.15337371826172,35.178422927856445,116,video
"('172.16.15.22', '224.0.0.251', 5353, 5353, 17)",14408,14408,0,618,111,50,50,166,154231.43553733826,20202.539205551147,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51316,36323,14993,1209,119,50,35,119,144.7436809539795,40.83251953125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49890,31860,18030,1218,119,50,28,1218,65.46401977539062,24.529695510864258,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52732,31781,20951,1225,119,50,29,1105,108.09183120727539,28.856992721557617,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52826,36515,16311,1226,119,50,34,1159,137.82715797424316,33.65325927734375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53898,27299,26599,1204,119,50,26,1204,83.33635330200195,30.29775619506836,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45429,28128,17301,1225,78,50,27,1225,64.32604789733887,24.242639541625977,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51578,28629,22949,1219,119,50,27,1065,113.1429672241211,29.305696487426758,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49324,27209,22115,1192,119,50,26,999,121.2015151977539,40.68183898925781,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52416,39369,13047,1225,114,50,37,1197,100.09407997131348,33.40435028076172,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51172,30203,20969,1209,119,50,28,1209,85.1738452911377,23.05316925048828,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",43433,22928,20505,1207,119,50,22,1207,109.5590591430664,24.558067321777344,116,video
"('172.16.47.171', '224.0.0.251', 5353, 5353, 17)",13468,13468,0,461,75,50,50,257,194089.03408050537,12189.030885696411,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49898,38430,11468,1228,119,50,34,722,104.90155220031738,40.95625877380371,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49008,38230,10778,1226,119,50,36,1226,106.55903816223145,40.67826271057129,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51667,29114,22553,1226,119,50,27,1165,80.89470863342285,25.269269943237305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52070,21388,30682,1180,119,50,21,127,128.83567810058594,27.550458908081055,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53088,43174,9914,1227,119,50,39,996,84.4881534576416,48.714399337768555,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49989,26154,23835,1151,119,50,26,1151,104.59136962890625,43.45250129699707,128,video
"('172.16.12.48', '224.0.0.251', 5353, 5353, 17)",21845,21845,0,1020,102,50,50,925,617366.6744232178,149280.97534179688,255,other
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8356,7798,558,242,79,50,47,185,2540.5356884002686,670.1340675354004,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53144,29496,23648,1186,119,50,28,1182,81.3148021697998,24.77097511291504,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46892,22671,24221,1225,119,50,21,851,68.60613822937012,33.21504592895508,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",57029,53831,3198,1217,117,50,46,1217,24.4901180267334,14.983892440795898,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51296,39399,11897,1203,114,50,38,114,61.68937683105469,13.788938522338867,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49603,39777,9826,1239,119,50,37,731,116.52636528015137,30.773639678955078,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46843,33514,13329,1223,119,50,33,119,123.1985092163086,40.93122482299805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52352,26974,25378,1186,119,50,24,1186,71.08640670776367,25.757789611816406,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52900,31941,20959,1205,119,50,30,1086,66.4064884185791,38.55180740356445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50457,32820,17637,1230,119,50,32,1058,132.0650577545166,33.205270767211914,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51723,30507,21216,1234,119,50,28,1016,136.44838333129883,45.96710205078125,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9080,8922,158,214,114,50,49,178,920.7541942596436,24.77741241455078,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51114,24883,26231,1218,119,50,24,1080,63.90547752380371,37.58430480957031,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50377,29410,20967,1192,119,50,28,1143,66.23220443725586,25.347471237182617,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",44664,23558,21106,1231,119,50,22,1201,72.10350036621094,41.718482971191406,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53917,50717,3200,1231,119,50,46,1205,134.68599319458008,38.63525390625,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48160,25606,22554,1205,114,50,25,114,63.886404037475586,23.78225326538086,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50364,24969,25395,1229,119,50,24,1115,101.12237930297852,35.012245178222656,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49208,23627,25581,1185,119,50,23,1171,105.36456108093262,36.87143325805664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53132,45313,7819,1229,119,50,41,1020,134.08994674682617,50.78244209289551,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49197,27531,21666,1174,119,50,28,1091,68.4349536895752,22.762060165405273,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45005,25640,19365,1222,119,50,24,1186,84.56802368164062,38.03133964538574,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9022,8864,158,199,114,50,49,185,939.4497871398926,21.91305160522461,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",42894,24527,18367,1184,119,50,24,1180,85.96563339233398,42.822837829589844,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51990,45191,6799,1234,119,50,41,967,124.40896034240723,43.182373046875,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50733,29218,21515,1230,119,50,28,1207,125.66614151000977,37.71686553955078,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49693,24457,25236,1213,119,50,23,127,110.75878143310547,34.56377983093262,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51611,30368,21243,1165,119,50,28,1136,90.15750885009766,55.47022819519043,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49245,26559,22686,1171,114,50,26,1032,68.6943531036377,29.163837432861328,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50641,38796,11845,1216,119,50,37,1005,133.1624984741211,33.32018852233887,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51028,25427,25601,1230,119,50,24,1230,77.67415046691895,44.13628578186035,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52684,31190,21494,1230,119,50,28,1036,59.4637393951416,35.28904914855957,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8861,8703,158,193,114,50,49,181,940.4971599578857,22.737503051757812,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50705,36774,13931,1211,119,50,35,1046,94.52009201049805,34.72471237182617,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50299,28892,21407,1229,119,50,29,1229,133.08978080749512,36.963701248168945,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54573,38931,15642,1229,119,50,35,1217,68.3741569519043,55.962562561035156,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50388,44228,6160,1225,119,50,43,1129,124.68957901000977,42.66691207885742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50472,39325,11147,1231,119,50,38,1145,140.5184268951416,40.42792320251465,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55044,38525,16519,1225,119,50,34,1216,88.38367462158203,38.236141204833984,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48313,34217,14096,1210,114,50,36,1099,110.73923110961914,40.537118911743164,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52110,28480,23630,1205,119,50,28,1158,93.41216087341309,55.99331855773926,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9048,8890,158,198,114,50,49,184,937.2260570526123,26.589393615722656,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52650,30120,22530,1226,119,50,29,1213,130.1281452178955,39.8561954498291,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53650,35714,17936,1213,119,50,34,1152,112.3051643371582,30.541181564331055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52422,28156,24266,1217,119,50,28,1202,99.4100570678711,23.119688034057617,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53561,37567,15994,1217,119,50,35,1177,124.01556968688965,43.00880432128906,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54349,30144,24205,1226,119,50,28,1140,71.87032699584961,30.68065643310547,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52043,37652,14391,1235,119,50,36,1165,134.02271270751953,43.77341270446777,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53876,38286,15590,1228,119,50,35,1228,129.53591346740723,57.608604431152344,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56028,28216,27812,1228,119,50,26,119,95.92175483703613,45.125484466552734,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51889,40893,10996,1180,119,50,38,1166,98.24371337890625,30.17401695251465,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9100,8700,400,242,158,50,48,178,934.9699020385742,35.59422492980957,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51098,36489,14609,1234,114,50,36,1150,127.51913070678711,30.614137649536133,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56563,26656,29907,1225,119,50,24,1215,83.8623046875,39.46042060852051,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54308,41484,12824,1234,119,50,38,1196,50.38762092590332,26.670455932617188,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52537,35202,17335,1230,119,50,34,1181,120.28193473815918,40.60983657836914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",42877,24122,18755,1207,119,50,23,1207,115.5545711517334,44.24548149108887,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53117,31227,21890,1227,119,50,28,1124,54.02827262878418,36.43941879272461,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49222,24539,24683,1210,119,50,25,1061,109.99107360839844,35.43233871459961,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50248,23402,26846,1171,119,50,24,1100,79.29754257202148,30.1663875579834,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52030,28937,23093,1233,119,50,28,1233,90.26098251342773,29.468536376953125,116,video
"('172.16.48.81', '52.114.112.71', 50044, 3481, 17)",7080,3010,4070,182,114,50,25,146,22107.63907432556,1106.4262390136719,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52049,23190,28859,1228,119,50,22,1191,115.32044410705566,37.91952133178711,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9025,9025,0,200,114,50,50,178,963.3345603942871,26.834964752197266,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50619,37925,12694,1222,119,50,36,1053,89.78462219238281,37.77480125427246,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50977,29270,21707,1206,114,50,29,127,134.71078872680664,49.1185188293457,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52323,26478,25845,1221,119,50,24,1153,57.13534355163574,27.146100997924805,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46688,28306,18382,1234,119,50,26,1234,72.92819023132324,39.33238983154297,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49487,39543,9944,1234,94,50,38,1148,138.73648643493652,31.8148136138916,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54746,13148,41598,1232,119,50,13,1102,60.04166603088379,35.56466102600098,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49081,36805,12276,1200,119,50,35,1178,125.96535682678223,34.956932067871094,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50742,38332,12410,1219,119,50,36,1181,128.76129150390625,35.35270690917969,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",43303,26494,16809,1194,119,50,25,119,90.21639823913574,25.848388671875,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8741,8583,158,200,114,50,49,187,922.0068454742432,27.392864227294922,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49829,24791,25038,1207,119,50,23,1207,122.46012687683105,59.42225456237793,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53795,48259,5536,1217,119,50,44,1185,87.432861328125,30.061960220336914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47283,27093,20190,1185,114,50,27,1139,110.30340194702148,36.581993103027344,116,video
"('172.16.48.81', '52.111.242.13', 54475, 443, 6)",3820,1462,2358,90,54,50,17,54,242521.21806144714,14962.021350860596,111,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52901,24049,28852,1230,119,50,23,1215,85.20221710205078,53.31087112426758,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52874,27096,25778,1219,119,50,25,1079,100.03042221069336,36.16929054260254,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52954,42915,10039,1226,119,50,40,1200,125.01335144042969,35.6903076171875,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",43405,24147,19258,1200,119,50,23,119,94.82955932617188,40.11869430541992,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49005,30963,18042,1227,119,50,28,1227,96.07124328613281,50.40788650512695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48776,35030,13746,1227,119,50,32,771,83.22000503540039,33.61988067626953,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8813,8655,158,202,114,50,49,192,946.4342594146729,26.932477951049805,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47328,26807,20521,1162,119,50,26,1050,126.2969970703125,43.89524459838867,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51922,33415,18507,1207,119,50,32,1149,125.17547607421875,56.34331703186035,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52602,30397,22205,1181,119,50,28,1181,47.59645462036133,19.279003143310547,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52474,29571,22903,1234,119,50,27,1036,103.34610939025879,42.92559623718262,116,video
"('172.16.14.219', '224.0.0.251', 5353, 5353, 17)",11611,11611,0,366,150,50,50,366,224148.24080467224,12747.467994689941,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",37493,114,37379,1172,114,50,1,718,270.69783210754395,82.60178565979004,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48861,34186,14675,1225,119,50,31,1043,129.6865940093994,67.62146949768066,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54029,35224,18805,1225,119,50,32,1205,52.31022834777832,24.57594871520996,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49260,29203,20057,1205,119,50,27,857,75.88744163513184,29.795169830322266,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9223,8823,400,242,114,50,48,186,925.0574111938477,31.284093856811523,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50772,40349,10423,1229,119,50,38,1140,138.73600959777832,47.826528549194336,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53004,23863,29141,1184,119,50,23,1101,67.88301467895508,24.513959884643555,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51057,22614,28443,1155,119,50,23,1056,127.50554084777832,37.34612464904785,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52098,36156,15942,1219,119,50,35,1219,108.93869400024414,34.163475036621094,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46805,35057,11748,1219,119,50,34,787,106.92763328552246,29.64925765991211,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47853,35646,12207,1228,119,50,35,1088,113.47556114196777,30.452966690063477,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51182,19936,31246,1167,114,50,20,1149,69.11444664001465,28.987884521484375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48124,29838,18286,1224,119,50,28,1139,65.93132019042969,45.39084434509277,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48911,31591,17320,1184,119,50,30,887,134.2489719390869,49.84712600708008,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9758,9600,158,1262,86,50,49,150,900.9664058685303,30.025720596313477,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48918,38220,10698,1200,119,50,38,1117,124.75347518920898,35.112857818603516,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53306,23408,29898,1182,119,50,22,1142,79.47587966918945,33.251285552978516,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46484,30542,15942,1191,119,50,28,1191,64.4676685333252,50.282955169677734,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46785,33530,13255,1191,119,50,32,740,117.19655990600586,50.746917724609375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48727,39393,9334,1210,119,50,38,1210,137.81499862670898,74.32866096496582,128,video
"('172.16.19.207', '224.0.0.251', 5353, 5353, 17)",11985,11985,0,347,162,50,50,347,183602.27131843567,12652.35447883606,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50370,23303,27067,1210,119,50,22,1145,80.23214340209961,53.44200134277344,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50597,29650,20947,1204,119,50,28,119,100.59762001037598,39.58439826965332,116,video
"('172.16.49.71', '224.0.0.251', 5353, 5353, 17)",11468,11468,0,291,126,50,50,291,746184.109210968,115519.04487609863,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50541,28514,22027,1203,119,50,26,984,82.23843574523926,47.200679779052734,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47285,36837,10448,1155,114,50,37,990,142.6370143890381,36.74006462097168,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50426,25365,25061,1234,119,50,24,127,74.13029670715332,34.491539001464844,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50570,29953,20617,1173,119,50,28,1113,67.06118583679199,39.757490158081055,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",43892,26645,17247,1232,119,50,26,692,66.89572334289551,39.7191047668457,116,video
"('172.16.17.238', '224.0.0.251', 5353, 5353, 17)",20725,20725,0,1096,96,50,50,885,436939.3403530121,111306.82158470154,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50215,42545,7670,1228,119,50,40,1076,143.0680751800537,49.918413162231445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53953,30077,23876,1204,119,50,27,1101,66.59865379333496,39.5967960357666,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51652,23666,27986,1136,119,50,24,1096,82.53765106201172,40.949106216430664,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46353,29796,16557,1232,119,50,29,744,105.53169250488281,44.59333419799805,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48968,40463,8505,1201,119,50,39,1193,135.92243194580078,40.45987129211426,128,video
"('172.16.32.89', '224.0.0.251', 5353, 5353, 17)",21270,21270,0,1095,95,50,50,1057,297060.73117256165,89853.10363769531,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50868,29777,21091,1233,119,50,27,127,73.05550575256348,42.14811325073242,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48866,24590,24276,1218,119,50,24,1128,71.9594955444336,36.371469497680664,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45972,45026,946,1212,114,50,46,1150,190.01197814941406,40.42220115661621,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8363,7805,558,242,79,50,47,190,2074.1939544677734,564.1419887542725,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51106,47617,3489,1230,119,50,45,1176,153.6862850189209,35.15744209289551,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49661,43917,5744,1230,119,50,43,1167,161.29374504089355,36.087989807128906,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53227,40858,12369,1168,119,50,37,1168,100.09360313415527,47.760725021362305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52731,43397,9334,1213,119,50,41,1168,119.69399452209473,24.965286254882812,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54014,24647,29367,1226,119,50,24,1127,82.7181339263916,34.58523750305176,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51216,27958,23258,1200,119,50,28,1200,109.90285873413086,49.70717430114746,116,video
"('172.16.48.81', '52.114.112.71', 50052, 3481, 17)",6860,2836,4024,158,114,50,24,146,20961.077213287354,1105.5548191070557,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53604,41961,11643,1229,119,50,39,119,124.9551773071289,40.20524024963379,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",43142,22193,20949,1213,119,50,23,127,94.79093551635742,44.936418533325195,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45308,37937,7371,1216,114,50,38,119,139.4970417022705,50.72331428527832,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50529,39759,10770,1224,119,50,36,1199,104.65383529663086,39.275169372558594,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50203,45886,4317,1199,119,50,44,1105,140.50006866455078,56.76531791687012,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49829,31512,18317,1190,119,50,30,671,126.60765647888184,38.759469985961914,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47641,36881,10760,1230,119,50,34,1215,64.22257423400879,29.968738555908203,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45590,21717,23873,1213,119,50,21,1213,90.73042869567871,35.02535820007324,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",13418,6401,7017,1274,79,50,41,205,1552.9870986938477,470.1213836669922,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51509,38330,13179,1213,119,50,36,1071,123.84629249572754,35.54224967956543,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53216,29785,23431,1201,119,50,28,1184,81.40015602111816,44.2347526550293,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51037,20628,30409,1220,119,50,18,996,48.394203186035156,36.23247146606445,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50757,25486,25271,1229,119,50,25,1060,115.39173126220703,33.99205207824707,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49539,31351,18188,1223,119,50,31,1054,146.3165283203125,44.692277908325195,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8205,3179,5026,213,121,50,25,192,488.3420467376709,19.398927688598633,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51005,29534,21471,1228,114,50,29,1228,83.90140533447266,28.045654296875,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53087,32221,20866,1228,119,50,29,1056,53.88188362121582,26.27110481262207,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50737,27984,22753,1228,119,50,27,1051,118.28994750976562,29.09708023071289,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50630,32320,18310,1226,119,50,31,1003,142.54403114318848,42.160749435424805,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51638,31328,20310,1229,119,50,29,1219,102.45513916015625,45.172929763793945,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51879,31301,20578,1219,119,50,28,1122,53.56192588806152,28.16033363342285,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",46471,33146,13325,1207,119,50,32,687,107.68270492553711,46.23079299926758,116,video
"('172.16.41.90', '224.0.0.251', 5353, 5353, 17)",6698,6698,0,486,82,50,50,82,218928.808927536,120103.1563282013,255,other
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47854,35849,12005,1230,119,50,34,991,138.16213607788086,39.879560470581055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51900,28091,23809,1225,119,50,26,1210,88.76252174377441,42.43946075439453,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48467,20435,28032,1210,119,50,21,1129,104.73394393920898,40.671586990356445,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",47062,29300,17762,1186,119,50,28,858,64.4829273223877,29.050827026367188,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52496,47661,4835,1232,114,50,44,1201,120.19896507263184,34.86800193786621,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8292,3184,5108,201,79,50,18,158,1203.9542198181152,306.75196647644043,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45292,25025,20267,1201,119,50,24,1186,103.82986068725586,36.00716590881348,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50035,28888,21147,1224,119,50,27,119,84.9454402923584,34.02280807495117,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",44967,24141,20826,1217,119,50,22,1208,85.00003814697266,36.09752655029297,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52809,34339,18470,1224,119,50,32,1116,125.01788139343262,32.99307823181152,116,video
